,Review,Rating,hotel_name
7224,Hotel is very near to beaches.,4,Ocean Palms Goa
7225,Worth of stay. Recommended go for it.,5,Ocean Palms Goa
7226,We were looked after very nicely and staff was polite and would recommend this hotel for my friends and family,5,Ocean Palms Goa
7227,"Staff is very helpful. They try to make efforts to help you. It's a definite value for money. Rooms are big with clean linen and washrooms. Breakfast quality is good
Pool is open from 7 am to 7 pm, I think timings could be prolonged till 11 pm or so as it's amazing to have late night swimming",4,Ocean Palms Goa
7228,"A good family-friendly place, though the superior rooms are small-sized. Buffett dinner is good. Can walk up to the beach in 10 minutes. Location is fine, with many restaurants around, though not beach facing.",5,Ocean Palms Goa
7229,Not happy. Bad experience.,1,Ocean Palms Goa
7230,"Parking space is insufficient. The lift was not working properly, had some sensor issue. The food Quality was great, but the quantity was a lot. The food was also costly. The rest was good. Enjoyed the stay.",4,Ocean Palms Goa
7231,"This place is really lovely. We Enjoyed the stay a lot. A property that one can visit for the budget. The hotel could be slightly cheaper. The cleanliness and the service, the staff, the room and the place everything was good.",4,Ocean Palms Goa
7232,Hotel showing 4 star and charges also high but hotel is not upto 3 star hotel level and all services below average. I ll not recommend anyone to stay there,3,Ocean Palms Goa
7233,"Every time thing was good, well maintained.",4,Ocean Palms Goa
7234,Room is clean. Location is very near to beach. Swimming pool is very nice and food is del8cious. Hotel staff is very kind and supportive. Other amenities like gym also good. Excellent stay wish to visit again,5,Ocean Palms Goa
7235,"Breakfast. Property is awesome with great pool. Gym, play area are perfect for children. Overall it's great place for family, travellers group and couple.",5,Ocean Palms Goa
7236,"Good hotel to stay for family travelers, very near to beach and restaurants.",4,Ocean Palms Goa
7237,All staff are good and good service,4,Ocean Palms Goa
7238,"Hotel is good ideally situated but AC of one of the room was not working. Reception people and room service boys are calm and helpful. Tariff is bit higher but off season deals suits us. Looking forward for longer stay in future in the same hotel. Anyone who is planning to go to Goa and interested in water sports, parties and sea shore with people around then must stay here as it is just 10 min walking distance from Calangute beach. But please don't ask anything from taxi drivers. They just befool you. Our taxi driver also be fooled us by taking us from the longer way though it was just near by ... So just explore yourselves. Hire scooty, start google map and just enjoy.",4,Ocean Palms Goa
7239,I like it so much. Very nice stay. Very friendly staff. Very excellent breakfast.,5,Ocean Palms Goa
7240,The location is excellent. Parking facility is very small. Pool is very small. They even charge for ice cubes. The food is average though breakfast is good. The view is nothing to speak about. Game area id good for kids. Valet is not there and parking is very small. The soap and shampoo they provide is of horrible quality.,4,Ocean Palms Goa
7241,"The staff was very friendly and cooperating. The rooms were well maintained, neat and clean. Food was also good. Will definitely recommend it.",5,Ocean Palms Goa
7242,Nice location and easy access to beach and restaurants.,3,Ocean Palms Goa
7243,"service for essentials like milkChirag Vyas . Family Traveller . Dec 24, 2020We booked this room after going through reviews and pics posted by hotel management themselves. There is no kids play area as shown in the images or any kind of facilities for kids. We have stayed at cheaper hotels before where we received 24 hour service for essentials. Moreover, the staff will also ask you not to use kettle to warm milk and they charge you for baby milk as well. These are few things which i always look at before planning as our group have kids below age 5. Bar and restaurant place is very small and expensive. Location is good if you are looking to stay close to the market. Property is decent. Good for couples.",2,Ocean Palms Goa
7244,Good food and service. 10 mins walk to beach.,4,Ocean Palms Goa
7245,Good staff good food and good service,4,Ocean Palms Goa
7246,"We booked a Palm Room but during Check-in, it was upgraded to Palm Suite. Room was clean with a nice balcony. Room Service and cleaning is good. Staff is very courteous and they try to help you as much as possible. Breakfast spread was decent. Best part was the location, 500 mts from Calangute beach. They allowed us to use Spa for shower even after the check-out which was really nice of them as we had late evening flight. Definitely worth every penny.",5,Ocean Palms Goa
7247,"Stay was very short, breakfast is good. It's average hotel housekeeping should work on cleanliness of rooms and area. Getting hot water is challenging. Staff was very kind and helpful.",3,Ocean Palms Goa
7248,This was my second time at this resort. Surely a Worth visit with great ambiance. The staff was really well behaved.,4,Ocean Palms Goa
7249,It was nice experience. Next time if we will come surely come here,5,Ocean Palms Goa
7250,"Nestled in the heart of the city, it does offer class and comfort both and what more can one ask. Food offered in complimentary breakfast as something one should not miss at all. Staff here are very accommodative, helpful and friendly. Club Cabana, LPK, wednesday night bazaar, Calangute, Baga, Anjuna beaches are near-by too. Best part for vegetarians, we do have pure veg hotels such as Anand Sagar, Nav Ratna- which are high rated for their quality and taste are just 5 mins walk from Quality Inn. I really thank the hotel management and it's staff for inviting us to weekend carnival which had good music, magic show and some good entertainment to keep audience engaged. Thank you.",5,Ocean Palms Goa
7251,"We went up early in the morning and had to book a room for an extra day, however the guy at a reception offered us an upgraded room with no extra cost. The staff greeted us warmly each time we came across, breakfast was excellent too. I would surely recommend the people to have stay at this place.",5,Ocean Palms Goa
7252,One of the best hotels to stay in Calangute. I recommend this hotel for family and couples.,5,Ocean Palms Goa
7253,Good.,4,Ocean Palms Goa
7254,Hotel is nearby to beach. Good location,4,Ocean Palms Goa
7255,Great place and nice staff. Friendly on pocket as well.,5,Ocean Palms Goa
7256,Near beach area hotel is a rounded by nature. Nice place.,4,Ocean Palms Goa
7257,Location is prime near the beach. Recommended for Family. Room service is good. Reception staff cooperative. Room are spacious and comfortable. Food very good. Pool is OK. It was nice stay. Service fine. Surely I recommend this hotel for a relaxing stay.,4,Ocean Palms Goa
7258,Awesome experience. Good housekeeping staff. Clean swimming pool. It was good.,5,Ocean Palms Goa
